subject,predicate,object,original_text
cilindros,correntômetro,Exposure,"SIFP - Exposição dos colaboradores a queda ao mar durante manutenção dos cilindros do aframe do correntômetro
SIFP - Exposure of employees to falling overboard during maintenance of current meter frame cylinders"
os,colaboradore,futuro,Observado que o teto e as anteparas da oficina de hidráulica tem presença de mofo. Isso pode acarretar problemas de saúde (respiratórios) para os colaboradores no futuro.
deck,do,Danger,"SIFP - Perigo de queda no deck do hangar 
SIFP - Danger of falling onto the hangar deck"
e,desobedecendo,madeira,"SWA -  Içamento de turbinas que foram levadas para máquina com cintas em cantos vivos, e desobedecendo procedimento de não içar caixas de madeira."
sintético,do,tension,"SIFP - Risco de prensamento de mãos e dedos durante remoção do cabo sintético do guincho de pull-in durante o back tension
SIFP - Risk of pinching hands and fingers when removing synthetic rope from the pull-in winch during back tension"
Conexão,do,plataforma,"SIFP - Conexão do cabo da plataforma na lingada da extremidade para realizar pull-in de 2ª/pull-in de 1ª
SIFP - Connection of the platform cable to the end sling to perform pull-in 2nd/ pull-in 1st"
para,realizar,sling,"SIFP - Conexão do cabo da plataforma na lingada da extremidade para realizar pull-in de 2ª/pull-in de 1ª
SIFP - Connection of the platform cable to the end sling to perform pull-in 2nd/ pull-in 1st"
ferramentas,do,ferrugem,"A porta do container de ferramentas do convés está com suas dobradiças bastante corroídas pela ferrugem, com o risco das mesmas quebrarem e a porta cair."
mesmas,quebrarem,cair,"A porta do container de ferramentas do convés está com suas dobradiças bastante corroídas pela ferrugem, com o risco das mesmas quebrarem e a porta cair."
Exposição,do,preventiva,"SIFP - Exposure of crew members to falling overboard during preventive maintenance access
SIFP - Exposição dos tripulantes à queda ao mar durante o acesso para manutenção preventiva"
Risco,do,Atlântico,HAZID - Estudo de Risco do Coral do Atlântico
os,colaboradore,acima,"Durante manutenção elétrica, os colaboradores devem subir acima do tubo amarelo para poder fazer manutenção. Isso é um risco muito elevado de possível queda."
entre,do,consequentemente,"Observado em uma pequena área, entre a calha de carregamento boreste e a polia do guincho de 30t uma área com bastante corrosão, afetando parte da estrutura do guarda corpo e consequentemente aumentando o risco de quedas às pessoas."
montagem,spacer,carga,Durante montagem do spacer foi observado que o mesmo está com muitos pontos de corrosão podendo esconder uma possível trinca e assim comprometer sua capacidade de carga.
Risco,do,Ciclo,HAZID - Estudo de Risco do Skandi Vitória - Ciclo 4
Clash,do,Frame,SIFP - Clash do Guindaste 50T com A-Frame
linhas,para,base,"Durante descarregamento de linhas para a base, foi observado que as portas das cabines de controle dos tensionadores de carregamento não possuem amortecedor"
Solicitado,colaboradore,pipelay,SWA - Solicitado 3 colaboradores da equipe de convés para resgatista  para um eletricista do pipelay
Coral,do,Access,726267 - SIFP - TOP Coral do Atlântico - Access to the expansion tank platform / Acesso à plataforma de tanques de expansão
Coral,do,Exposure,643835 - SIFP - TOP Coral do Atlântico - Exposure of employees at risk of falling from a height about 8 meters
Exposure,colaboradore,tensionado,"SIFP - Exposição dos colaboradores ao cabo tensionado do guincho do correntômetro durante a sua operação
SIFP - Exposure of employees to the tensioned cable of the current meter winch during its operation"
cabo,do,guincho,"SIFP - Exposição ao raio de ação do cabo do guincho de 33t (BE)
SIFP - Exposure to the action radius of the 33t winch cable (BE)"
CORAL,do,OPERACIONAIS,CORAL DO ATLÂNTICO - CRONOGRAMA DE SIMULADOS DE EMERGÊNCIAS - CONTINGÊNCIAS OPERACIONAIS
suspensa,para,usarmos,Precisamos colocar uma base suspensa para usarmos o novo armário de químicos no paiol Petrobras.
registro,do,CAMO,732860 - Melhorias no processo de registro do CAMO
danificada,do,mosquetão,Observei que a corrente de segurança do defletor pivotante encontra-se danificada (na altura do mosquetão). O local é no acesso do defletor pivotante à calha de proa da cesta de 1500 ton.
ferramentas,do,convés,Sugestão de fabricar e instalar suportes para armazenamento das fitas plásticas no novo container de ferramentas do convés.
beams,do,Works,"SIFP - Perigo de impacto / colisão com o hoisting beams durante manobra de conexão na mesa do VLS
SIFP - Works with VLS Hoisting Beams"
Ferramentas,deixada,piso,SWA - Ferramentas deixadas no piso
apoiados,diretamente,corrosão,"Observado que os skids dos cilindros de O2 (popa bombordo) ficam apoiados diretamente no piso, e com isso acabam sofrendo com corrosão."
danificada,esta,pipelay,Plataforma rebatita de acesso danificada e ausencia de corrente de proteção (substituido por corda); esta a terçeira vez que essa platforma esta danificada em 1 ano e meia devida o esquecimento de rebater antes de reconfigurar a calha de lançamento gerando trabalho para o pipelay
soltos,deixado,shop,Materiais soltos deixados em frente ao cofee shop
escala,volumétrica,HW,Sugestão de melhoria. Marcar uma escala volumétrica no tanque de HW.
refeitório,para,cabine,Pessoas levando produtos do refeitório para a cabine
Pessoas,colocar,plástica,Pessoas esquecendo de colocar a luva plástica no refeitório
segurança,deixada,trabalho,Foram encontradas luvas de segurança deixadas na área de trabalho após o trabalho
LATERAL,do,CORROSÃO,LATERAL DO CONTAINER DE PESADOS COM CORROSÃO
barricada,isolando,trabalho,Membros da tripulação deixaram a fita da barricada isolando a passarela após o trabalho.
suporte,do,projeto,Corrosão da Barra metálica do suporte dos cilindros de respiração autonoma do projeto.
zebrada,do,BB,Realizar pintura zebrada no desnivel do piso de reforço estrutural ao redor do pedestal do guindaste de BB
vista,caminhando,máscara,Uma pessoa vista caminhando em uma acomodação sem máscara.
panel,show,value,30 ton winch panel does not show load value in torque limit mode
GUIA,do,DESGASTADA,GUIA DO CABO AR COM A PROTEÇÃO INTERNA DESGASTADA.
deck,do,guincho,Amarração da plataforma encontrava-se solta no deck do guincho do ROV.
solta,do,ROV,Amarração da plataforma encontrava-se solta no deck do guincho do ROV.
isopor,solto,deck,Foi encontrado reservatório de óleo do ROV e isopor solto no deck
Funcionários,trabalhando,material,512789 - Funcionários trabalhando em altura com rádios sem PTT devido à falta desse material na embarcação.
E,do,DANIFICADAS,RODAS DO CARRINHOS DO SUPORTE DE MANILHAS E DO ADAPTADOR DE GIRO ESTÃO DANIFICADAS.
ROV,para,Máquinas,"Durante a transferência de óleo do ROV para a Praça de Máquinas, observou-se que a mangueira não estava conectada corretamente."
óleo,deixado,soltos,Foi observado tambores de óleo deixados no deck soltos.
quebrados,tambore,óleo,Foi encontrado 2 pallets quebrados sob tambores de óleo.
antes,realizar,trabalho,"Sugestão de Melhoria: sempre antes de sair de seus turnos, realizar higienização em sua área de trabalho"
Encontrado,residuo,recipiente,Encontrado residuos dentro do recipiente do kit SOPEP.
PORTA,do,VESTIARIO,"PORTA DO BANHO DO VESTIARIO, SUJO DE GRAXA"
PESSOAL,do,PIPELAY,"Boas práticas
BOA PRATICA DO PESSOAL DO PIPELAY + HSE AO PROCURAREM LOCAL ONDE PLACAS DE FERRUGEM ESTAVAM SE DESCOLANDO NA TLS."
ÁREA,do,PRINCIPAL,PANTUFAS JOGADAS NA ÁREA DO CONVÉS PRINCIPAL.
ORGANICO,dentro,CABINES,ENCONTRADO RESÍDUO ORGANICO DENTRO DAS LIXEIRAS DAS CABINES
Alguns,colaboradore,utilizando,Alguns colaboradores  da hotelaria não estão utilizando a máscara de forma adequada.
TAMPA,DO,EXPOSTOS,PRESILHAS DA TAMPA DO AÇAPÃO APRESENTA PARAFUSOS EXPOSTOS.
refeitório,para,cabine,Pessoas levando produtos do refeitório para a cabine
EM,EMBARCAÇÃO,PÍER,SIMULADO DE RESPOSTA A INCÊNDIO EM EMBARCAÇÃO NO PÍER.
SEGURANÇA,DEIXANDO,SEGURANÇA,INSTALAÇÃO IRREGULAR DE VÁLVULAS APOS A VÁLVULA DE SEGURANÇA DEIXANDO A SEGURANÇA DAS BOMBAS PERONI INOPERANTE
Falta,do,costado,"Falta do pneu de costado, no píer da Cábrea."
abruto,do,operação,Movimento abruto do jumbo durante produção de ar para operação.
das,extremidade,limpeza,"Rompimento de cinta plana, durante mobilização das extremidades para processo de limpeza"
none,form,seal,Paint Shop mixing kitchen - none of the four doors form a sufficient seal to ensure the extraction system performs at its optimal range.
rig,have,LEV,Newly installed Manipulator rig has no LEV (not yet commissioned)
Assembly,SWST,Issue,Large Block Assembly SWST Booth Issue
booths,have,multiple,"Stop Work Authority
Both TSM booths have multiple on going issues with them that require fixing.
Both Glycol rigs are leaking on the tank side.
PLC boxes lying open, some with broken locks.
General housekeeping of on going maintenance poor."
protetora,do,condicionado,Queda de placa protetora do ar condicionado
Employee,use,glasses,SWA/Employee was not using safety glasses
Employee,wear,ring,SWA - Employee wearing ring while working in yard
ferrule,supply,hose,Hose ferrule detached on OEM supplied high pressure hose
SRL,tell,tale,002 - High Bay - SRL tell tale on hook connection showing red
Bay,review,tooling,"002 - S05 High Bay: SIFP Magnetic No Touch Tooling

Reference SIFP645048 & SIP11252: High Bay reviewed the shop's No-Touch tooling (Push/Pull Sticks). Although acceptable in some situations, the tooling consisted of long (3.9' / 1.2m) V-Shaped push sticks and rope tag lines. 
Operators raised concern at the length in some applications as well as a lack of control in some lifts and that the existing push pull sticks were best for tubular lifting (by nature of the 'V'). 
Risk that a lift is not controlled & therefore a need to grab hold of the product to guide with more finesse."
Operators,raise,concern,"002 - S05 High Bay: SIFP Magnetic No Touch Tooling

Reference SIFP645048 & SIP11252: High Bay reviewed the shop's No-Touch tooling (Push/Pull Sticks). Although acceptable in some situations, the tooling consisted of long (3.9' / 1.2m) V-Shaped push sticks and rope tag lines. 
Operators raised concern at the length in some applications as well as a lack of control in some lifts and that the existing push pull sticks were best for tubular lifting (by nature of the 'V'). 
Risk that a lift is not controlled & therefore a need to grab hold of the product to guide with more finesse."
McDonough,TSEP,TESTING,STOP WORK AUTHORITY: Andrew McDonough: TSEP XT TESTING
Reference,record,SIFP,"002 - S05 - High Bay SIFP - Remote Leak Detection Camera System
(Reference incorrectly recorded SIFP in April 2024 - Intelex 43786)"
Barriers,isolate,pedestrians,Barriers to isolate pedestrians (technicians and visitors) from traffic or operations:
Site,visit,PBF,Housekeeping - TEEPA Site visit PBF.
Induction,visit,PBF,Safety Induction (Yard Base 2) - TEEPA site visit PBF.
contact,screw,conveyor,Existing screw conveyor of milling machine without protector. Have potential for personnel get injured if contact with rotating screw conveyor.
